,DIAGNOSIS CODE,LONG DESCRIPTION,HIERARCHY
13564,9782,Poisoning by cholera vaccine,"['800-999', '960-979', '978', '9782']"
13565,9783,Poisoning by plague vaccine,"['800-999', '960-979', '978', '9783']"
13566,9784,Poisoning by tetanus vaccine,"['800-999', '960-979', '978', '9784']"
13567,9785,Poisoning by diphtheria vaccine,"['800-999', '960-979', '978', '9785']"
13568,9786,"Poisoning by pertussis vaccine, including combinations with a pertussis component","['800-999', '960-979', '978', '9786']"
13569,9788,Poisoning by other and unspecified bacterial vaccines,"['800-999', '960-979', '978', '9788']"
13570,9789,"Poisoning by mixed bacterial vaccines, except combinations with a pertussis component","['800-999', '960-979', '978', '9789']"
13571,9790,Poisoning by smallpox vaccine,"['800-999', '960-979', '979', '9790']"
13572,9791,Poisoning by rabies vaccine,"['800-999', '960-979', '979', '9791']"
13573,9792,Poisoning by typhus vaccine,"['800-999', '960-979', '979', '9792']"
13574,9793,Poisoning by yellow fever vaccine,"['800-999', '960-979', '979', '9793']"
13575,9794,Poisoning by measles vaccine,"['800-999', '960-979', '979', '9794']"
13576,9795,Poisoning by poliomyelitis vaccine,"['800-999', '960-979', '979', '9795']"
13577,9796,Poisoning by other and unspecified viral and rickettsial vaccines,"['800-999', '960-979', '979', '9796']"
13578,9797,"Poisoning by mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component","['800-999', '960-979', '979', '9797']"
13579,9799,Poisoning by other and unspecified vaccines and biological substances,"['800-999', '960-979', '979', '9799']"
13580,9800,Toxic effect of ethyl alcohol,"['800-999', '980-989', '980', '9800']"
13581,9801,Toxic effect of methyl alcohol,"['800-999', '980-989', '980', '9801']"
13582,9802,Toxic effect of isopropyl alcohol,"['800-999', '980-989', '980', '9802']"
13583,9803,Toxic effect of fusel oil,"['800-999', '980-989', '980', '9803']"
13584,9808,Toxic effect of other specified alcohols,"['800-999', '980-989', '980', '9808']"
13585,9809,Toxic effect of unspecified alcohol,"['800-999', '980-989', '980', '9809']"
13586,981,Toxic effect of petroleum products,"['800-999', '980-989', '981']"
13587,9820,Toxic effect of benzene and homologues,"['800-999', '980-989', '982', '9820']"
13588,9821,Toxic effect of carbon tetrachloride,"['800-999', '980-989', '982', '9821']"
13589,9822,Toxic effect of carbon disulfide,"['800-999', '980-989', '982', '9822']"
13590,9823,Toxic effect of other chlorinated hydrocarbon solvents,"['800-999', '980-989', '982', '9823']"
13591,9824,Toxic effect of nitroglycol,"['800-999', '980-989', '982', '9824']"
13592,9828,Toxic effect of other nonpetroleum-based solvents,"['800-999', '980-989', '982', '9828']"
13593,9830,Toxic effect of corrosive aromatics,"['800-999', '980-989', '983', '9830']"
13594,9831,Toxic effect of acids,"['800-999', '980-989', '983', '9831']"
13595,9832,Toxic effect of caustic alkalis,"['800-999', '980-989', '983', '9832']"
13596,9839,"Toxic effect of caustic, unspecified","['800-999', '980-989', '983', '9839']"
13597,9840,Toxic effect of inorganic lead compounds,"['800-999', '980-989', '984', '9840']"
13598,9841,Toxic effect of organic lead compounds,"['800-999', '980-989', '984', '9841']"
13599,9848,Toxic effect of other lead compounds,"['800-999', '980-989', '984', '9848']"
13600,9849,Toxic effect of unspecified lead compound,"['800-999', '980-989', '984', '9849']"
13601,9850,Toxic effect of mercury and its compounds,"['800-999', '980-989', '985', '9850']"
13602,9851,Toxic effect of arsenic and its compounds,"['800-999', '980-989', '985', '9851']"
13603,9852,Toxic effect of manganese and its compounds,"['800-999', '980-989', '985', '9852']"
13604,9853,Toxic effect of beryllium and its compounds,"['800-999', '980-989', '985', '9853']"
13605,9854,Toxic effect of antimony and its compounds,"['800-999', '980-989', '985', '9854']"
13606,9855,Toxic effect of cadmium and its compounds,"['800-999', '980-989', '985', '9855']"
13607,9856,Toxic effect of chromium,"['800-999', '980-989', '985', '9856']"
13608,9858,Toxic effect of other specified metals,"['800-999', '980-989', '985', '9858']"
13609,9859,Toxic effect of unspecified metal,"['800-999', '980-989', '985', '9859']"
13610,986,Toxic effect of carbon monoxide,"['800-999', '980-989', '986']"
13611,9870,Toxic effect of liquefied petroleum gases,"['800-999', '980-989', '987', '9870']"
13612,9871,Toxic effect of other hydrocarbon gas,"['800-999', '980-989', '987', '9871']"
13613,9872,Toxic effect of nitrogen oxides,"['800-999', '980-989', '987', '9872']"
13614,9873,Toxic effect of sulfur dioxide,"['800-999', '980-989', '987', '9873']"
13615,9874,Toxic effect of freon,"['800-999', '980-989', '987', '9874']"
13616,9875,Toxic effect of lacrimogenic gas,"['800-999', '980-989', '987', '9875']"
13617,9876,Toxic effect of chlorine gas,"['800-999', '980-989', '987', '9876']"
13618,9877,Toxic effect of hydrocyanic acid gas,"['800-999', '980-989', '987', '9877']"
13619,9878,"Toxic effect of other specified gases, fumes, or vapors","['800-999', '980-989', '987', '9878']"
13620,9879,"Toxic effect of unspecified gas, fume, or vapor","['800-999', '980-989', '987', '9879']"
13621,9880,Toxic effect of fish and shellfish eaten as food,"['800-999', '980-989', '988', '9880']"
13622,9881,Toxic effect of mushrooms eaten as food,"['800-999', '980-989', '988', '9881']"
13623,9882,Toxic effect of berries and other plants eaten as food,"['800-999', '980-989', '988', '9882']"
13624,9888,Toxic effect of other specified noxious substances eaten as food,"['800-999', '980-989', '988', '9888']"
13625,9889,Toxic effect of unspecified noxious substance eaten as food,"['800-999', '980-989', '988', '9889']"
13626,9890,Toxic effect of hydrocyanic acid and cyanides,"['800-999', '980-989', '989', '9890']"
13627,9891,Toxic effect of strychnine and salts,"['800-999', '980-989', '989', '9891']"
13628,9892,Toxic effect of chlorinated hydrocarbons,"['800-999', '980-989', '989', '9892']"
13629,9893,Toxic effect of organophosphate and carbamate,"['800-999', '980-989', '989', '9893']"
13630,9894,"Toxic effect of other pesticides, not elsewhere classified","['800-999', '980-989', '989', '9894']"
13631,9895,Toxic effect of venom,"['800-999', '980-989', '989', '9895']"
13632,9896,Toxic effect of soaps and detergents,"['800-999', '980-989', '989', '9896']"
13633,9897,Toxic effect of aflatoxin and other mycotoxin (food contaminants),"['800-999', '980-989', '989', '9897']"
13634,9898,Toxic effect of other substances chiefly nonmedicinal as to source,"['800-999', '980-989', '989', '9898']"
13635,98981,Toxic effect of asbestos,"['800-999', '980-989', '989', '9898', '98981']"
13636,98982,Toxic effect of latex,"['800-999', '980-989', '989', '9898', '98982']"
13637,98983,Toxic effect of silicone,"['800-999', '980-989', '989', '9898', '98983']"
13638,98984,Toxic effect of tobacco,"['800-999', '980-989', '989', '9898', '98984']"
13639,98989,"Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified","['800-999', '980-989', '989', '9898', '98989']"
13640,9899,"Toxic effect of unspecified substance, chiefly nonmedicinal as to source","['800-999', '980-989', '989', '9899']"
13641,990,"Effects of radiation, unspecified","['800-999', '990-995', '990']"
13642,9910,Frostbite of face,"['800-999', '990-995', '991', '9910']"
13643,9911,Frostbite of hand,"['800-999', '990-995', '991', '9911']"
13644,9912,Frostbite of foot,"['800-999', '990-995', '991', '9912']"
13645,9913,Frostbite of other and unspecified sites,"['800-999', '990-995', '991', '9913']"
13646,9914,Immersion foot,"['800-999', '990-995', '991', '9914']"
13647,9915,Chilblains,"['800-999', '990-995', '991', '9915']"
13648,9916,Hypothermia,"['800-999', '990-995', '991', '9916']"
13649,9918,Other specified effects of reduced temperature,"['800-999', '990-995', '991', '9918']"
13650,9919,Unspecified effect of reduced temperature,"['800-999', '990-995', '991', '9919']"
13651,9920,Heat stroke and sunstroke,"['800-999', '990-995', '992', '9920']"
13652,9921,Heat syncope,"['800-999', '990-995', '992', '9921']"
13653,9922,Heat cramps,"['800-999', '990-995', '992', '9922']"
13654,9923,"Heat exhaustion, anhydrotic","['800-999', '990-995', '992', '9923']"
13655,9924,Heat exhaustion due to salt depletion,"['800-999', '990-995', '992', '9924']"
13656,9925,"Heat exhaustion, unspecified","['800-999', '990-995', '992', '9925']"
13657,9926,"Heat fatigue, transient","['800-999', '990-995', '992', '9926']"
13658,9927,Heat edema,"['800-999', '990-995', '992', '9927']"
13659,9928,Other specified heat effects,"['800-999', '990-995', '992', '9928']"
13660,9929,Unspecified effects of heat and light,"['800-999', '990-995', '992', '9929']"
13661,9930,"Barotrauma, otitic","['800-999', '990-995', '993', '9930']"
13662,9931,"Barotrauma, sinus","['800-999', '990-995', '993', '9931']"
13663,9932,Other and unspecified effects of high altitude,"['800-999', '990-995', '993', '9932']"
13664,9933,Caisson disease,"['800-999', '990-995', '993', '9933']"
13665,9934,Effects of air pressure caused by explosion,"['800-999', '990-995', '993', '9934']"
13666,9938,Other specified effects of air pressure,"['800-999', '990-995', '993', '9938']"
13667,9939,Unspecified effect of air pressure,"['800-999', '990-995', '993', '9939']"
13668,9940,Effects of lightning,"['800-999', '990-995', '994', '9940']"
13669,9941,Drowning and nonfatal submersion,"['800-999', '990-995', '994', '9941']"
13670,9942,Effects of hunger,"['800-999', '990-995', '994', '9942']"
13671,9943,Effects of thirst,"['800-999', '990-995', '994', '9943']"
13672,9944,Exhaustion due to exposure,"['800-999', '990-995', '994', '9944']"
13673,9945,Exhaustion due to excessive exertion,"['800-999', '990-995', '994', '9945']"
13674,9946,Motion sickness,"['800-999', '990-995', '994', '9946']"
13675,9947,Asphyxiation and strangulation,"['800-999', '990-995', '994', '9947']"
13676,9948,Electrocution and nonfatal effects of electric current,"['800-999', '990-995', '994', '9948']"
13677,9949,Other effects of external causes,"['800-999', '990-995', '994', '9949']"
13678,9950,Other anaphylactic reaction,"['800-999', '990-995', '995', '9950']"
13679,9951,"Angioneurotic edema, not elsewhere classified","['800-999', '990-995', '995', '9951']"
13680,9952,Unspecified adverse effect of drug medicinal and biological substance not elsewhere classified,"['800-999', '990-995', '995', '9952']"
13681,99520,"Unspecified adverse effect of unspecified drug, medicinal and biological substance","['800-999', '990-995', '995', '9952', '99520']"
13682,99521,Arthus phenomenon,"['800-999', '990-995', '995', '9952', '99521']"
13683,99522,Unspecified adverse effect of anesthesia,"['800-999', '990-995', '995', '9952', '99522']"
13684,99523,Unspecified adverse effect of insulin,"['800-999', '990-995', '995', '9952', '99523']"
13685,99524,Failed moderate sedation during procedure,"['800-999', '990-995', '995', '9952', '99524']"
13686,99527,Other drug allergy,"['800-999', '990-995', '995', '9952', '99527']"
13687,99529,"Unspecified adverse effect of other drug, medicinal and biological substance","['800-999', '990-995', '995', '9952', '99529']"
13688,9953,"Allergy, unspecified, not elsewhere classified","['800-999', '990-995', '995', '9953']"
13689,9954,"Shock due to anesthesia, not elsewhere classified","['800-999', '990-995', '995', '9954']"
13690,9955,Child maltreatment syndrome,"['800-999', '990-995', '995', '9955']"
13691,99550,"Child abuse, unspecified","['800-999', '990-995', '995', '9955', '99550']"
13692,99551,Child emotional/psychological abuse,"['800-999', '990-995', '995', '9955', '99551']"
13693,99552,Child neglect (nutritional),"['800-999', '990-995', '995', '9955', '99552']"
13694,99553,Child sexual abuse,"['800-999', '990-995', '995', '9955', '99553']"
13695,99554,Child physical abuse,"['800-999', '990-995', '995', '9955', '99554']"
13696,99555,Shaken baby syndrome,"['800-999', '990-995', '995', '9955', '99555']"
13697,99559,Other child abuse and neglect,"['800-999', '990-995', '995', '9955', '99559']"
13698,9956,Anaphylactic reaction due to unspec food,"['800-999', '990-995', '995', '9956']"
13699,99560,Anaphylactic reaction due to unspecified food,"['800-999', '990-995', '995', '9956', '99560']"
13700,99561,Anaphylactic reaction due to peanuts,"['800-999', '990-995', '995', '9956', '99561']"
13701,99562,Anaphylactic reaction due to crustaceans,"['800-999', '990-995', '995', '9956', '99562']"
13702,99563,Anaphylactic reaction due to fruits and vegetables,"['800-999', '990-995', '995', '9956', '99563']"
13703,99564,Anaphylactic reaction due to tree nuts and seeds,"['800-999', '990-995', '995', '9956', '99564']"
13704,99565,Anaphylactic reaction due to fish,"['800-999', '990-995', '995', '9956', '99565']"
13705,99566,Anaphylactic reaction due to food additives,"['800-999', '990-995', '995', '9956', '99566']"
13706,99567,Anaphylactic reaction due to milk products,"['800-999', '990-995', '995', '9956', '99567']"
13707,99568,Anaphylactic reaction due to eggs,"['800-999', '990-995', '995', '9956', '99568']"
13708,99569,Anaphylactic reaction due to other specified food,"['800-999', '990-995', '995', '9956', '99569']"
13709,9957,"Other adverse food reactions, not elsewhere classified","['800-999', '990-995', '995', '9957']"
13710,9958,Other specified adverse effects not elsewhere classified,"['800-999', '990-995', '995', '9958']"
13711,99580,"Adult maltreatment, unspecified","['800-999', '990-995', '995', '9958', '99580']"
13712,99581,Adult physical abuse,"['800-999', '990-995', '995', '9958', '99581']"
13713,99582,Adult emotional/psychological abuse,"['800-999', '990-995', '995', '9958', '99582']"
13714,99583,Adult sexual abuse,"['800-999', '990-995', '995', '9958', '99583']"
13715,99584,Adult neglect (nutritional),"['800-999', '990-995', '995', '9958', '99584']"
13716,99585,Other adult abuse and neglect,"['800-999', '990-995', '995', '9958', '99585']"
13717,99586,Malignant hyperthermia,"['800-999', '990-995', '995', '9958', '99586']"
13718,99589,"Other specified adverse effects, not elsewhere classified","['800-999', '990-995', '995', '9958', '99589']"
13719,9959,Systemic inflammatory response syndrome (sirs),"['800-999', '990-995', '995', '9959']"
13720,99590,"Systemic inflammatory response syndrome, unspecified","['800-999', '990-995', '995', '9959', '99590']"
13721,99591,Sepsis,"['800-999', '990-995', '995', '9959', '99591']"
13722,99592,Severe sepsis,"['800-999', '990-995', '995', '9959', '99592']"
13723,99593,Systemic inflammatory response syndrome due to noninfectious process without acute organ dysfunction,"['800-999', '990-995', '995', '9959', '99593']"
13724,99594,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction,"['800-999', '990-995', '995', '9959', '99594']"
13725,9960,Mechanical complication of cardiac device implant and graft,"['800-999', '996-999', '996', '9960']"
13726,99600,"Mechanical complication of unspecified cardiac device, implant, and graft","['800-999', '996-999', '996', '9960', '99600']"
13727,99601,Mechanical complication due to cardiac pacemaker (electrode),"['800-999', '996-999', '996', '9960', '99601']"
13728,99602,Mechanical complication due to heart valve prosthesis,"['800-999', '996-999', '996', '9960', '99602']"
13729,99603,Mechanical complication due to coronary bypass graft,"['800-999', '996-999', '996', '9960', '99603']"
13730,99604,Mechanical complication of automatic implantable cardiac defibrillator,"['800-999', '996-999', '996', '9960', '99604']"
13731,99609,"Other mechanical complication of cardiac device, implant, and graft","['800-999', '996-999', '996', '9960', '99609']"
13732,9961,"Mechanical complication of other vascular device, implant, and graft","['800-999', '996-999', '996', '9961']"
13733,9962,"Mechanical complication of nervous system device, implant, and graft","['800-999', '996-999', '996', '9962']"
13734,9963,Mechanical complication of genitourinary device implant and graft,"['800-999', '996-999', '996', '9963']"
13735,99630,"Mechanical complication of unspecified genitourinary device, implant, and graft","['800-999', '996-999', '996', '9963', '99630']"
13736,99631,Mechanical complication due to urethral (indwelling) catheter,"['800-999', '996-999', '996', '9963', '99631']"
13737,99632,Mechanical complication due to intrauterine contraceptive device,"['800-999', '996-999', '996', '9963', '99632']"
13738,99639,"Other mechanical complication of genitourinary device, implant, and graft","['800-999', '996-999', '996', '9963', '99639']"
13739,9964,Mechanical complication of internal orthopedic device implant and graft,"['800-999', '996-999', '996', '9964']"
13740,99640,"Unspecified mechanical complication of internal orthopedic device, implant, and graft","['800-999', '996-999', '996', '9964', '99640']"
13741,99641,Mechanical loosening of prosthetic joint,"['800-999', '996-999', '996', '9964', '99641']"
13742,99642,Dislocation of prosthetic joint,"['800-999', '996-999', '996', '9964', '99642']"
13743,99643,Broken prosthetic joint implant,"['800-999', '996-999', '996', '9964', '99643']"
13744,99644,Peri-prosthetic fracture around prosthetic joint,"['800-999', '996-999', '996', '9964', '99644']"
13745,99645,Peri-prosthetic osteolysis,"['800-999', '996-999', '996', '9964', '99645']"
13746,99646,Articular bearing surface wear of prosthetic joint,"['800-999', '996-999', '996', '9964', '99646']"
13747,99647,Other mechanical complication of prosthetic joint implant,"['800-999', '996-999', '996', '9964', '99647']"
13748,99649,"Other mechanical complication of other internal orthopedic device, implant, and graft","['800-999', '996-999', '996', '9964', '99649']"
13749,9965,Mechanical complication of other specified prosthetic device implant and graft,"['800-999', '996-999', '996', '9965']"
13750,99651,Mechanical complication due to corneal graft,"['800-999', '996-999', '996', '9965', '99651']"
13751,99652,"Mechanical complication due to graft of other tissue, not elsewhere classified","['800-999', '996-999', '996', '9965', '99652']"
13752,99653,Mechanical complication due to ocular lens prosthesis,"['800-999', '996-999', '996', '9965', '99653']"
13753,99654,Mechanical complication due to breast prosthesis,"['800-999', '996-999', '996', '9965', '99654']"
13754,99655,Mechanical complication due to artificial skin graft and decellularized allodermis,"['800-999', '996-999', '996', '9965', '99655']"
13755,99656,Mechanical complication due to peritoneal dialysis catheter,"['800-999', '996-999', '996', '9965', '99656']"
13756,99657,Mechanical complication due to insulin pump,"['800-999', '996-999', '996', '9965', '99657']"
13757,99659,"Mechanical complication due to other implant and internal device, not elsewhere classified","['800-999', '996-999', '996', '9965', '99659']"
13758,9966,Infection and inflammatory reaction due to internal prosthetic device implant and graft,"['800-999', '996-999', '996', '9966']"
13759,99660,"Infection and inflammatory reaction due to unspecified device, implant, and graft","['800-999', '996-999', '996', '9966', '99660']"
13760,99661,"Infection and inflammatory reaction due to cardiac device, implant, and graft","['800-999', '996-999', '996', '9966', '99661']"
13761,99662,"Infection and inflammatory reaction due to other vascular device, implant, and graft","['800-999', '996-999', '996', '9966', '99662']"
13762,99663,"Infection and inflammatory reaction due to nervous system device, implant, and graft","['800-999', '996-999', '996', '9966', '99663']"
13763,99664,Infection and inflammatory reaction due to indwelling urinary catheter,"['800-999', '996-999', '996', '9966', '99664']"
13764,99665,"Infection and inflammatory reaction due to other genitourinary device, implant, and graft","['800-999', '996-999', '996', '9966', '99665']"
13765,99666,Infection and inflammatory reaction due to internal joint prosthesis,"['800-999', '996-999', '996', '9966', '99666']"
13766,99667,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft","['800-999', '996-999', '996', '9966', '99667']"
13767,99668,Infection and inflammatory reaction due to peritoneal dialysis catheter,"['800-999', '996-999', '996', '9966', '99668']"
13768,99669,"Infection and inflammatory reaction due to other internal prosthetic device, implant, and graft","['800-999', '996-999', '996', '9966', '99669']"
13769,9967,"Other complications due to internal prosthetic device, implant, and graft","['800-999', '996-999', '996', '9967']"
13770,99670,"Other complications due to unspecified device, implant, and graft","['800-999', '996-999', '996', '9967', '99670']"
13771,99671,Other complications due to heart valve prosthesis,"['800-999', '996-999', '996', '9967', '99671']"
13772,99672,"Other complications due to other cardiac device, implant, and graft","['800-999', '996-999', '996', '9967', '99672']"
13773,99673,"Other complications due to renal dialysis device, implant, and graft","['800-999', '996-999', '996', '9967', '99673']"
13774,99674,"Other complications due to other vascular device, implant, and graft","['800-999', '996-999', '996', '9967', '99674']"
13775,99675,"Other complications due to nervous system device, implant, and graft","['800-999', '996-999', '996', '9967', '99675']"
13776,99676,"Other complications due to genitourinary device, implant, and graft","['800-999', '996-999', '996', '9967', '99676']"
13777,99677,Other complications due to internal joint prosthesis,"['800-999', '996-999', '996', '9967', '99677']"
13778,99678,"Other complications due to other internal orthopedic device, implant, and graft","['800-999', '996-999', '996', '9967', '99678']"
13779,99679,"Other complications due to other internal prosthetic device, implant, and graft","['800-999', '996-999', '996', '9967', '99679']"
13780,9968,Complications of transplanted organ,"['800-999', '996-999', '996', '9968']"
13781,99680,"Complications of transplanted organ, unspecified","['800-999', '996-999', '996', '9968', '99680']"
13782,99681,Complications of transplanted kidney,"['800-999', '996-999', '996', '9968', '99681']"
13783,99682,Complications of transplanted liver,"['800-999', '996-999', '996', '9968', '99682']"
13784,99683,Complications of transplanted heart,"['800-999', '996-999', '996', '9968', '99683']"
13785,99684,Complications of transplanted lung,"['800-999', '996-999', '996', '9968', '99684']"
13786,99685,Complications of transplanted bone marrow,"['800-999', '996-999', '996', '9968', '99685']"
13787,99686,Complications of transplanted pancreas,"['800-999', '996-999', '996', '9968', '99686']"
13788,99687,Complications of transplanted intestine,"['800-999', '996-999', '996', '9968', '99687']"
13789,99688,"Complications of transplanted organ, stem cell","['800-999', '996-999', '996', '9968', '99688']"
13790,99689,Complications of other specified transplanted organ,"['800-999', '996-999', '996', '9968', '99689']"
13791,9969,Complications of reattached extremity or body part,"['800-999', '996-999', '996', '9969']"
13792,99690,Complications of unspecified reattached extremity,"['800-999', '996-999', '996', '9969', '99690']"
13793,99691,Complications of reattached forearm,"['800-999', '996-999', '996', '9969', '99691']"
13794,99692,Complications of reattached hand,"['800-999', '996-999', '996', '9969', '99692']"
13795,99693,Complications of reattached finger(s),"['800-999', '996-999', '996', '9969', '99693']"
13796,99694,"Complications of reattached upper extremity, other and unspecified","['800-999', '996-999', '996', '9969', '99694']"
13797,99695,Complication of reattached foot and toe(s),"['800-999', '996-999', '996', '9969', '99695']"
13798,99696,"Complication of reattached lower extremity, other and unspecified","['800-999', '996-999', '996', '9969', '99696']"
13799,99699,Complication of other specified reattached body part,"['800-999', '996-999', '996', '9969', '99699']"
13800,9970,Nervous system complications,"['800-999', '996-999', '997', '9970']"
13801,99700,"Nervous system complication, unspecified","['800-999', '996-999', '997', '9970', '99700']"
13802,99701,Central nervous system complication,"['800-999', '996-999', '997', '9970', '99701']"
13803,99702,Iatrogenic cerebrovascular infarction or hemorrhage,"['800-999', '996-999', '997', '9970', '99702']"
13804,99709,Other nervous system complications,"['800-999', '996-999', '997', '9970', '99709']"
13805,9971,"Cardiac complications, not elsewhere classified","['800-999', '996-999', '997', '9971']"
13806,9972,"Peripheral vascular complications, not elsewhere classified","['800-999', '996-999', '997', '9972']"
13807,9973,Respiratory complications not elsewhere classified,"['800-999', '996-999', '997', '9973']"
13808,99731,Ventilator associated pneumonia,"['800-999', '996-999', '997', '9973', '99731']"
13809,99732,Postprocedural aspiration pneumonia,"['800-999', '996-999', '997', '9973', '99732']"
13810,99739,Other respiratory complications,"['800-999', '996-999', '997', '9973', '99739']"
13811,9974,Digestive system complications not elsewhere classified,"['800-999', '996-999', '997', '9974']"
13812,99741,Retained cholelithiasis following cholecystectomy,"['800-999', '996-999', '997', '9974', '99741']"
13813,99749,Other digestive system complications,"['800-999', '996-999', '997', '9974', '99749']"
13814,9975,"Urinary complications, not elsewhere classified","['800-999', '996-999', '997', '9975']"
13815,9976,Amputation stump complication,"['800-999', '996-999', '997', '9976']"
13816,99760,Unspecified complication of amputation stump,"['800-999', '996-999', '997', '9976', '99760']"
13817,99761,Neuroma of amputation stump,"['800-999', '996-999', '997', '9976', '99761']"
13818,99762,Infection (chronic) of amputation stump,"['800-999', '996-999', '997', '9976', '99762']"
13819,99769,Other amputation stump complication,"['800-999', '996-999', '997', '9976', '99769']"
13820,9977,Vascular complications of other vessels,"['800-999', '996-999', '997', '9977']"
13821,99771,Vascular complications of mesenteric artery,"['800-999', '996-999', '997', '9977', '99771']"
13822,99772,Vascular complications of renal artery,"['800-999', '996-999', '997', '9977', '99772']"
13823,99779,Vascular complications of other vessels,"['800-999', '996-999', '997', '9977', '99779']"
13824,9979,Complications affecting other specified body systems not elsewhere classified,"['800-999', '996-999', '997', '9979']"
13825,99791,"Complications affecting other specified body systems, not elsewhere classified, hypertension","['800-999', '996-999', '997', '9979', '99791']"
13826,99799,"Complications affecting other specified body systems, not elsewhere classified","['800-999', '996-999', '997', '9979', '99799']"
13827,9980,Postoperative shock not elsewhere classified,"['800-999', '996-999', '998', '9980']"
13828,99800,"Postoperative shock, unspecified","['800-999', '996-999', '998', '9980', '99800']"
13829,99801,"Postoperative shock, cardiogenic","['800-999', '996-999', '998', '9980', '99801']"
13830,99802,"Postoperative shock, septic","['800-999', '996-999', '998', '9980', '99802']"
13831,99809,"Postoperative shock, other","['800-999', '996-999', '998', '9980', '99809']"
13832,9981,Hemorrhage or hematoma complicating a procedure not elsewhere classified,"['800-999', '996-999', '998', '9981']"
13833,99811,Hemorrhage complicating a procedure,"['800-999', '996-999', '998', '9981', '99811']"
13834,99812,Hematoma complicating a procedure,"['800-999', '996-999', '998', '9981', '99812']"
13835,99813,Seroma complicating a procedure,"['800-999', '996-999', '998', '9981', '99813']"
13836,9982,"Accidental puncture or laceration during a procedure, not elsewhere classified","['800-999', '996-999', '998', '9982']"
13837,9983,Disruption of operation wound,"['800-999', '996-999', '998', '9983']"
13838,99830,"Disruption of wound, unspecified","['800-999', '996-999', '998', '9983', '99830']"
13839,99831,Disruption of internal operation (surgical) wound,"['800-999', '996-999', '998', '9983', '99831']"
13840,99832,Disruption of external operation (surgical) wound,"['800-999', '996-999', '998', '9983', '99832']"
13841,99833,Disruption of traumatic injury wound repair,"['800-999', '996-999', '998', '9983', '99833']"
13842,9984,Foreign body accidentally left during a procedure,"['800-999', '996-999', '998', '9984']"
13843,9985,Postoperative infection not elsewhere classified,"['800-999', '996-999', '998', '9985']"
13844,99851,Infected postoperative seroma,"['800-999', '996-999', '998', '9985', '99851']"
13845,99859,Other postoperative infection,"['800-999', '996-999', '998', '9985', '99859']"
13846,9986,Persistent postoperative fistula,"['800-999', '996-999', '998', '9986']"
13847,9987,Acute reaction to foreign substance accidentally left during a procedure,"['800-999', '996-999', '998', '9987']"
13848,9988,Other specified complications of procedures not elsewhere classified,"['800-999', '996-999', '998', '9988']"
13849,99881,Emphysema (subcutaneous) (surgical) resulting from procedure,"['800-999', '996-999', '998', '9988', '99881']"
13850,99882,Cataract fragments in eye following cataract surgery,"['800-999', '996-999', '998', '9988', '99882']"
13851,99883,Non-healing surgical wound,"['800-999', '996-999', '998', '9988', '99883']"
13852,99889,Other specified complications of procedures not elsewhere classified,"['800-999', '996-999', '998', '9988', '99889']"
13853,9989,"Unspecified complication of procedure, not elsewhere classified","['800-999', '996-999', '998', '9989']"
13854,9990,"Generalized vaccinia as a complication of medical care, not elsewhere classified","['800-999', '996-999', '999', '9990']"
13855,9991,"Air embolism as a complication of medical care, not elsewhere classified","['800-999', '996-999', '999', '9991']"
13856,9992,"Other vascular complications of medical care, not elsewhere classified","['800-999', '996-999', '999', '9992']"
13857,9993,Other infection due to medical care not elsewhere classified,"['800-999', '996-999', '999', '9993']"
13858,99931,Other and unspecified infection due to central venous catheter,"['800-999', '996-999', '999', '9993', '99931']"
13859,99932,Bloodstream infection due to central venous catheter,"['800-999', '996-999', '999', '9993', '99932']"
13860,99933,Local infection due to central venous catheter,"['800-999', '996-999', '999', '9993', '99933']"
13861,99934,"Acute infection following transfusion, infusion, or injection of blood and blood products","['800-999', '996-999', '999', '9993', '99934']"
13862,99939,"Infection following other infusion, injection, transfusion, or vaccination","['800-999', '996-999', '999', '9993', '99939']"
13863,9994,Anaphylactic reaction to serum,"['800-999', '996-999', '999', '9994']"
13864,99941,Anaphylactic reaction due to administration of blood and blood products,"['800-999', '996-999', '999', '9994', '99941']"
13865,99942,Anaphylactic reaction due to vaccination,"['800-999', '996-999', '999', '9994', '99942']"
13866,99949,Anaphylactic reaction due to other serum,"['800-999', '996-999', '999', '9994', '99949']"
13867,9995,Other serum reaction not elsewhere classified,"['800-999', '996-999', '999', '9995']"
13868,99951,Other serum reaction due to administration of blood and blood products,"['800-999', '996-999', '999', '9995', '99951']"
13869,99952,Other serum reaction due to vaccination,"['800-999', '996-999', '999', '9995', '99952']"
13870,99959,Other serum reaction,"['800-999', '996-999', '999', '9995', '99959']"
13871,9996,Abo incompatibility reaction due to transfusion of blood or blood products,"['800-999', '996-999', '999', '9996']"
13872,99960,"ABO incompatibility reaction, unspecified","['800-999', '996-999', '999', '9996', '99960']"
13873,99961,ABO incompatibility with hemolytic transfusion reaction not specified as acute or delayed,"['800-999', '996-999', '999', '9996', '99961']"
13874,99962,ABO incompatibility with acute hemolytic transfusion reaction,"['800-999', '996-999', '999', '9996', '99962']"
